"","NOM_REG","NOM_PROV","NOM_COM","Pregunta","Id_resp","Alternativa","Valor","codigo"
"1153","Región de Antofagasta","Tocopilla","TOCOPILLA","P6",3,"Nulos",0,"P6_3"
"1154","Región de Antofagasta","Tocopilla","TOCOPILLA","P6",4,"Blancos",0,"P6_4"
"1155","Región de Atacama","Chañaral","CHANARAL","P1",1,"De acuerdo",0,"P1_1"
"1156","Región de Atacama","Chañaral","CHANARAL","P1",2,"En desacuerdo",0,"P1_2"
"1157","Región de Atacama","Chañaral","CHANARAL","P1",3,"Nulos",0,"P1_3"
"1158","Región de Atacama","Chañaral","CHANARAL","P1",4,"Blancos",0,"P1_4"
"1159","Región de Atacama","Chañaral","CHANARAL","P2",1,"Convención mixta constitucional",0,"P2_1"
"1160","Región de Atacama","Chañaral","CHANARAL","P2",2,"Convención constitucional",0,"P2_2"
"1161","Región de Atacama","Chañaral","CHANARAL","P2",3,"Nulos",0,"P2_3"
"1162","Región de Atacama","Chañaral","CHANARAL","P2",4,"Blancos",0,"P2_4"
"1163","Región de Atacama","Chañaral","CHANARAL","P3",1,"Sí",0,"P3_1"
"1164","Región de Atacama","Chañaral","CHANARAL","P3",2,"No",0,"P3_2"
"1165","Región de Atacama","Chañaral","CHANARAL","P3",3,"Nulos",0,"P3_3"
"1166","Región de Atacama","Chañaral","CHANARAL","P3",4,"Blancos",0,"P3_4"
"1167","Región de Atacama","Chañaral","CHANARAL","P4",1,"De acuerdo",0,"P4_1"
"1168","Región de Atacama","Chañaral","CHANARAL","P4",2,"En desacuerdo",0,"P4_2"
"1169","Región de Atacama","Chañaral","CHANARAL","P4",3,"Nulos",0,"P4_3"
"1170","Región de Atacama","Chañaral","CHANARAL","P4",4,"Blancos",0,"P4_4"
"1171","Región de Atacama","Chañaral","CHANARAL","P5",1,"De acuerdo",0,"P5_1"
"1172","Región de Atacama","Chañaral","CHANARAL","P5",2,"En desacuerdo",0,"P5_2"
"1173","Región de Atacama","Chañaral","CHANARAL","P5",3,"Nulos",0,"P5_3"
"1174","Región de Atacama","Chañaral","CHANARAL","P5",4,"Blancos",0,"P5_4"
"1175","Región de Atacama","Chañaral","CHANARAL","P6",1,"De acuerdo",0,"P6_1"
"1176","Región de Atacama","Chañaral","CHANARAL","P6",2,"En desacuerdo",0,"P6_2"
"1177","Región de Atacama","Chañaral","CHANARAL","P6",3,"Nulos",0,"P6_3"
"1178","Región de Atacama","Chañaral","CHANARAL","P6",4,"Blancos",0,"P6_4"
"1179","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P1",1,"De acuerdo",0,"P1_1"
"1180","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P1",2,"En desacuerdo",0,"P1_2"
"1181","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P1",3,"Nulos",0,"P1_3"
"1182","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P1",4,"Blancos",0,"P1_4"
"1183","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P2",1,"Convención mixta constitucional",0,"P2_1"
"1184","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P2",2,"Convención constitucional",0,"P2_2"
"1185","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P2",3,"Nulos",0,"P2_3"
"1186","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P2",4,"Blancos",0,"P2_4"
"1187","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P3",1,"Sí",0,"P3_1"
"1188","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P3",2,"No",0,"P3_2"
"1189","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P3",3,"Nulos",0,"P3_3"
"1190","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P3",4,"Blancos",0,"P3_4"
"1191","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P4",1,"De acuerdo",0,"P4_1"
"1192","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P4",2,"En desacuerdo",0,"P4_2"
"1193","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P4",3,"Nulos",0,"P4_3"
"1194","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P4",4,"Blancos",0,"P4_4"
"1195","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P5",1,"De acuerdo",0,"P5_1"
"1196","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P5",2,"En desacuerdo",0,"P5_2"
"1197","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P5",3,"Nulos",0,"P5_3"
"1198","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P5",4,"Blancos",0,"P5_4"
"1199","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P6",1,"De acuerdo",0,"P6_1"
"1200","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P6",2,"En desacuerdo",0,"P6_2"
"1201","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P6",3,"Nulos",0,"P6_3"
"1202","Región de Atacama","Chañaral","DIEGO DE ALMAGRO","P6",4,"Blancos",0,"P6_4"
"1203","Región de Atacama","Copiapó","CALDERA","P1",1,"De acuerdo",0,"P1_1"
"1204","Región de Atacama","Copiapó","CALDERA","P1",2,"En desacuerdo",0,"P1_2"
"1205","Región de Atacama","Copiapó","CALDERA","P1",3,"Nulos",0,"P1_3"
"1206","Región de Atacama","Copiapó","CALDERA","P1",4,"Blancos",0,"P1_4"
"1207","Región de Atacama","Copiapó","CALDERA","P2",1,"Convención mixta constitucional",0,"P2_1"
"1208","Región de Atacama","Copiapó","CALDERA","P2",2,"Convención constitucional",0,"P2_2"
"1209","Región de Atacama","Copiapó","CALDERA","P2",3,"Nulos",0,"P2_3"
"1210","Región de Atacama","Copiapó","CALDERA","P2",4,"Blancos",0,"P2_4"
"1211","Región de Atacama","Copiapó","CALDERA","P3",1,"Sí",0,"P3_1"
"1212","Región de Atacama","Copiapó","CALDERA","P3",2,"No",0,"P3_2"
"1213","Región de Atacama","Copiapó","CALDERA","P3",3,"Nulos",0,"P3_3"
"1214","Región de Atacama","Copiapó","CALDERA","P3",4,"Blancos",0,"P3_4"
"1215","Región de Atacama","Copiapó","CALDERA","P4",1,"De acuerdo",0,"P4_1"
"1216","Región de Atacama","Copiapó","CALDERA","P4",2,"En desacuerdo",0,"P4_2"
"1217","Región de Atacama","Copiapó","CALDERA","P4",3,"Nulos",0,"P4_3"
"1218","Región de Atacama","Copiapó","CALDERA","P4",4,"Blancos",0,"P4_4"
"1219","Región de Atacama","Copiapó","CALDERA","P5",1,"De acuerdo",0,"P5_1"
"1220","Región de Atacama","Copiapó","CALDERA","P5",2,"En desacuerdo",0,"P5_2"
"1221","Región de Atacama","Copiapó","CALDERA","P5",3,"Nulos",0,"P5_3"
"1222","Región de Atacama","Copiapó","CALDERA","P5",4,"Blancos",0,"P5_4"
"1223","Región de Atacama","Copiapó","CALDERA","P6",1,"De acuerdo",0,"P6_1"
"1224","Región de Atacama","Copiapó","CALDERA","P6",2,"En desacuerdo",0,"P6_2"
"1225","Región de Atacama","Copiapó","CALDERA","P6",3,"Nulos",0,"P6_3"
"1226","Región de Atacama","Copiapó","CALDERA","P6",4,"Blancos",0,"P6_4"
"1227","Región de Atacama","Copiapó","COPIAPO","P1",1,"De acuerdo",20158,"P1_1"
"1228","Región de Atacama","Copiapó","COPIAPO","P1",2,"En desacuerdo",637,"P1_2"
"1229","Región de Atacama","Copiapó","COPIAPO","P1",3,"Nulos",42,"P1_3"
"1230","Región de Atacama","Copiapó","COPIAPO","P1",4,"Blancos",404,"P1_4"
"1231","Región de Atacama","Copiapó","COPIAPO","P2",1,"Convención mixta constitucional",3526,"P2_1"
"1232","Región de Atacama","Copiapó","COPIAPO","P2",2,"Convención constitucional",16759,"P2_2"
"1233","Región de Atacama","Copiapó","COPIAPO","P2",3,"Nulos",319,"P2_3"
"1234","Región de Atacama","Copiapó","COPIAPO","P2",4,"Blancos",637,"P2_4"
"1235","Región de Atacama","Copiapó","COPIAPO","P3",1,"Sí",18,"P3_1"
"1236","Región de Atacama","Copiapó","COPIAPO","P3",2,"No",2294,"P3_2"
"1237","Región de Atacama","Copiapó","COPIAPO","P3",3,"Nulos",43,"P3_3"
"1238","Región de Atacama","Copiapó","COPIAPO","P3",4,"Blancos",425,"P3_4"
"1239","Región de Atacama","Copiapó","COPIAPO","P4",1,"De acuerdo",0,"P4_1"
"1240","Región de Atacama","Copiapó","COPIAPO","P4",2,"En desacuerdo",0,"P4_2"
"1241","Región de Atacama","Copiapó","COPIAPO","P4",3,"Nulos",0,"P4_3"
"1242","Región de Atacama","Copiapó","COPIAPO","P4",4,"Blancos",0,"P4_4"
"1243","Región de Atacama","Copiapó","COPIAPO","P5",1,"De acuerdo",0,"P5_1"
"1244","Región de Atacama","Copiapó","COPIAPO","P5",2,"En desacuerdo",0,"P5_2"
"1245","Región de Atacama","Copiapó","COPIAPO","P5",3,"Nulos",0,"P5_3"
"1246","Región de Atacama","Copiapó","COPIAPO","P5",4,"Blancos",0,"P5_4"
"1247","Región de Atacama","Copiapó","COPIAPO","P6",1,"De acuerdo",0,"P6_1"
"1248","Región de Atacama","Copiapó","COPIAPO","P6",2,"En desacuerdo",0,"P6_2"
"1249","Región de Atacama","Copiapó","COPIAPO","P6",3,"Nulos",0,"P6_3"
"1250","Región de Atacama","Copiapó","COPIAPO","P6",4,"Blancos",0,"P6_4"
"1251","Región de Atacama","Copiapó","TIERRA AMARILLA","P1",1,"De acuerdo",1794,"P1_1"
"1252","Región de Atacama","Copiapó","TIERRA AMARILLA","P1",2,"En desacuerdo",68,"P1_2"
"1253","Región de Atacama","Copiapó","TIERRA AMARILLA","P1",3,"Nulos",0,"P1_3"
"1254","Región de Atacama","Copiapó","TIERRA AMARILLA","P1",4,"Blancos",0,"P1_4"
"1255","Región de Atacama","Copiapó","TIERRA AMARILLA","P2",1,"Convención mixta constitucional",340,"P2_1"
"1256","Región de Atacama","Copiapó","TIERRA AMARILLA","P2",2,"Convención constitucional",1380,"P2_2"
"1257","Región de Atacama","Copiapó","TIERRA AMARILLA","P2",3,"Nulos",142,"P2_3"
"1258","Región de Atacama","Copiapó","TIERRA AMARILLA","P2",4,"Blancos",0,"P2_4"
"1259","Región de Atacama","Copiapó","TIERRA AMARILLA","P3",1,"Sí",1498,"P3_1"
"1260","Región de Atacama","Copiapó","TIERRA AMARILLA","P3",2,"No",235,"P3_2"
"1261","Región de Atacama","Copiapó","TIERRA AMARILLA","P3",3,"Nulos",129,"P3_3"
"1262","Región de Atacama","Copiapó","TIERRA AMARILLA","P3",4,"Blancos",0,"P3_4"
"1263","Región de Atacama","Copiapó","TIERRA AMARILLA","P4",1,"De acuerdo",0,"P4_1"
"1264","Región de Atacama","Copiapó","TIERRA AMARILLA","P4",2,"En desacuerdo",0,"P4_2"
"1265","Región de Atacama","Copiapó","TIERRA AMARILLA","P4",3,"Nulos",0,"P4_3"
"1266","Región de Atacama","Copiapó","TIERRA AMARILLA","P4",4,"Blancos",0,"P4_4"
"1267","Región de Atacama","Copiapó","TIERRA AMARILLA","P5",1,"De acuerdo",1572,"P5_1"
"1268","Región de Atacama","Copiapó","TIERRA AMARILLA","P5",2,"En desacuerdo",182,"P5_2"
"1269","Región de Atacama","Copiapó","TIERRA AMARILLA","P5",3,"Nulos",108,"P5_3"
"1270","Región de Atacama","Copiapó","TIERRA AMARILLA","P5",4,"Blancos",0,"P5_4"
"1271","Región de Atacama","Copiapó","TIERRA AMARILLA","P6",1,"De acuerdo",0,"P6_1"
"1272","Región de Atacama","Copiapó","TIERRA AMARILLA","P6",2,"En desacuerdo",0,"P6_2"
"1273","Región de Atacama","Copiapó","TIERRA AMARILLA","P6",3,"Nulos",0,"P6_3"
"1274","Región de Atacama","Copiapó","TIERRA AMARILLA","P6",4,"Blancos",0,"P6_4"
"1275","Región de Atacama","Huasco","ALTO DEL CARMEN","P1",1,"De acuerdo",341,"P1_1"
"1276","Región de Atacama","Huasco","ALTO DEL CARMEN","P1",2,"En desacuerdo",19,"P1_2"
"1277","Región de Atacama","Huasco","ALTO DEL CARMEN","P1",3,"Nulos",48,"P1_3"
"1278","Región de Atacama","Huasco","ALTO DEL CARMEN","P1",4,"Blancos",1,"P1_4"
"1279","Región de Atacama","Huasco","ALTO DEL CARMEN","P2",1,"Convención mixta constitucional",73,"P2_1"
"1280","Región de Atacama","Huasco","ALTO DEL CARMEN","P2",2,"Convención constitucional",264,"P2_2"
"1281","Región de Atacama","Huasco","ALTO DEL CARMEN","P2",3,"Nulos",63,"P2_3"
"1282","Región de Atacama","Huasco","ALTO DEL CARMEN","P2",4,"Blancos",9,"P2_4"
"1283","Región de Atacama","Huasco","ALTO DEL CARMEN","P3",1,"Sí",307,"P3_1"
"1284","Región de Atacama","Huasco","ALTO DEL CARMEN","P3",2,"No",47,"P3_2"
"1285","Región de Atacama","Huasco","ALTO DEL CARMEN","P3",3,"Nulos",54,"P3_3"
"1286","Región de Atacama","Huasco","ALTO DEL CARMEN","P3",4,"Blancos",1,"P3_4"
"1287","Región de Atacama","Huasco","ALTO DEL CARMEN","P4",1,"De acuerdo",0,"P4_1"
"1288","Región de Atacama","Huasco","ALTO DEL CARMEN","P4",2,"En desacuerdo",0,"P4_2"
"1289","Región de Atacama","Huasco","ALTO DEL CARMEN","P4",3,"Nulos",0,"P4_3"
"1290","Región de Atacama","Huasco","ALTO DEL CARMEN","P4",4,"Blancos",0,"P4_4"
"1291","Región de Atacama","Huasco","ALTO DEL CARMEN","P5",1,"De acuerdo",286,"P5_1"
"1292","Región de Atacama","Huasco","ALTO DEL CARMEN","P5",2,"En desacuerdo",67,"P5_2"
"1293","Región de Atacama","Huasco","ALTO DEL CARMEN","P5",3,"Nulos",55,"P5_3"
"1294","Región de Atacama","Huasco","ALTO DEL CARMEN","P5",4,"Blancos",1,"P5_4"
"1295","Región de Atacama","Huasco","ALTO DEL CARMEN","P6",1,"De acuerdo",0,"P6_1"
"1296","Región de Atacama","Huasco","ALTO DEL CARMEN","P6",2,"En desacuerdo",0,"P6_2"
"1297","Región de Atacama","Huasco","ALTO DEL CARMEN","P6",3,"Nulos",0,"P6_3"
"1298","Región de Atacama","Huasco","ALTO DEL CARMEN","P6",4,"Blancos",0,"P6_4"
"1299","Región de Atacama","Huasco","FREIRINA","P1",1,"De acuerdo",0,"P1_1"
"1300","Región de Atacama","Huasco","FREIRINA","P1",2,"En desacuerdo",0,"P1_2"
"1301","Región de Atacama","Huasco","FREIRINA","P1",3,"Nulos",0,"P1_3"
"1302","Región de Atacama","Huasco","FREIRINA","P1",4,"Blancos",0,"P1_4"
"1303","Región de Atacama","Huasco","FREIRINA","P2",1,"Convención mixta constitucional",0,"P2_1"
"1304","Región de Atacama","Huasco","FREIRINA","P2",2,"Convención constitucional",0,"P2_2"
"1305","Región de Atacama","Huasco","FREIRINA","P2",3,"Nulos",0,"P2_3"
"1306","Región de Atacama","Huasco","FREIRINA","P2",4,"Blancos",0,"P2_4"
"1307","Región de Atacama","Huasco","FREIRINA","P3",1,"Sí",0,"P3_1"
"1308","Región de Atacama","Huasco","FREIRINA","P3",2,"No",0,"P3_2"
"1309","Región de Atacama","Huasco","FREIRINA","P3",3,"Nulos",0,"P3_3"
"1310","Región de Atacama","Huasco","FREIRINA","P3",4,"Blancos",0,"P3_4"
"1311","Región de Atacama","Huasco","FREIRINA","P4",1,"De acuerdo",0,"P4_1"
"1312","Región de Atacama","Huasco","FREIRINA","P4",2,"En desacuerdo",0,"P4_2"
"1313","Región de Atacama","Huasco","FREIRINA","P4",3,"Nulos",0,"P4_3"
"1314","Región de Atacama","Huasco","FREIRINA","P4",4,"Blancos",0,"P4_4"
"1315","Región de Atacama","Huasco","FREIRINA","P5",1,"De acuerdo",0,"P5_1"
"1316","Región de Atacama","Huasco","FREIRINA","P5",2,"En desacuerdo",0,"P5_2"
"1317","Región de Atacama","Huasco","FREIRINA","P5",3,"Nulos",0,"P5_3"
"1318","Región de Atacama","Huasco","FREIRINA","P5",4,"Blancos",0,"P5_4"
"1319","Región de Atacama","Huasco","FREIRINA","P6",1,"De acuerdo",0,"P6_1"
"1320","Región de Atacama","Huasco","FREIRINA","P6",2,"En desacuerdo",0,"P6_2"
"1321","Región de Atacama","Huasco","FREIRINA","P6",3,"Nulos",0,"P6_3"
"1322","Región de Atacama","Huasco","FREIRINA","P6",4,"Blancos",0,"P6_4"
"1323","Región de Atacama","Huasco","HUASCO","P1",1,"De acuerdo",1875,"P1_1"
"1324","Región de Atacama","Huasco","HUASCO","P1",2,"En desacuerdo",56,"P1_2"
"1325","Región de Atacama","Huasco","HUASCO","P1",3,"Nulos",62,"P1_3"
"1326","Región de Atacama","Huasco","HUASCO","P1",4,"Blancos",11,"P1_4"
"1327","Región de Atacama","Huasco","HUASCO","P2",1,"Convención mixta constitucional",273,"P2_1"
"1328","Región de Atacama","Huasco","HUASCO","P2",2,"Convención constitucional",1570,"P2_2"
"1329","Región de Atacama","Huasco","HUASCO","P2",3,"Nulos",118,"P2_3"
"1330","Región de Atacama","Huasco","HUASCO","P2",4,"Blancos",43,"P2_4"
"1331","Región de Atacama","Huasco","HUASCO","P3",1,"Sí",1608,"P3_1"
"1332","Región de Atacama","Huasco","HUASCO","P3",2,"No",288,"P3_2"
"1333","Región de Atacama","Huasco","HUASCO","P3",3,"Nulos",98,"P3_3"
"1334","Región de Atacama","Huasco","HUASCO","P3",4,"Blancos",10,"P3_4"
"1335","Región de Atacama","Huasco","HUASCO","P4",1,"De acuerdo",0,"P4_1"
"1336","Región de Atacama","Huasco","HUASCO","P4",2,"En desacuerdo",0,"P4_2"
"1337","Región de Atacama","Huasco","HUASCO","P4",3,"Nulos",0,"P4_3"
"1338","Región de Atacama","Huasco","HUASCO","P4",4,"Blancos",0,"P4_4"
"1339","Región de Atacama","Huasco","HUASCO","P5",1,"De acuerdo",1671,"P5_1"
"1340","Región de Atacama","Huasco","HUASCO","P5",2,"En desacuerdo",211,"P5_2"
"1341","Región de Atacama","Huasco","HUASCO","P5",3,"Nulos",109,"P5_3"
"1342","Región de Atacama","Huasco","HUASCO","P5",4,"Blancos",13,"P5_4"
"1343","Región de Atacama","Huasco","HUASCO","P6",1,"De acuerdo",0,"P6_1"
"1344","Región de Atacama","Huasco","HUASCO","P6",2,"En desacuerdo",0,"P6_2"
"1345","Región de Atacama","Huasco","HUASCO","P6",3,"Nulos",0,"P6_3"
"1346","Región de Atacama","Huasco","HUASCO","P6",4,"Blancos",0,"P6_4"
"1347","Región de Atacama","Huasco","VALLENAR","P1",1,"De acuerdo",9497,"P1_1"
"1348","Región de Atacama","Huasco","VALLENAR","P1",2,"En desacuerdo",299,"P1_2"
"1349","Región de Atacama","Huasco","VALLENAR","P1",3,"Nulos",181,"P1_3"
"1350","Región de Atacama","Huasco","VALLENAR","P1",4,"Blancos",36,"P1_4"
"1351","Región de Atacama","Huasco","VALLENAR","P2",1,"Convención mixta constitucional",1550,"P2_1"
"1352","Región de Atacama","Huasco","VALLENAR","P2",2,"Convención constitucional",8118,"P2_2"
"1353","Región de Atacama","Huasco","VALLENAR","P2",3,"Nulos",274,"P2_3"
"1354","Región de Atacama","Huasco","VALLENAR","P2",4,"Blancos",71,"P2_4"
"1355","Región de Atacama","Huasco","VALLENAR","P3",1,"Sí",8589,"P3_1"
"1356","Región de Atacama","Huasco","VALLENAR","P3",2,"No",1218,"P3_2"
"1357","Región de Atacama","Huasco","VALLENAR","P3",3,"Nulos",178,"P3_3"
"1358","Región de Atacama","Huasco","VALLENAR","P3",4,"Blancos",28,"P3_4"
"1359","Región de Atacama","Huasco","VALLENAR","P4",1,"De acuerdo",0,"P4_1"
"1360","Región de Atacama","Huasco","VALLENAR","P4",2,"En desacuerdo",0,"P4_2"
"1361","Región de Atacama","Huasco","VALLENAR","P4",3,"Nulos",0,"P4_3"
"1362","Región de Atacama","Huasco","VALLENAR","P4",4,"Blancos",0,"P4_4"
"1363","Región de Atacama","Huasco","VALLENAR","P5",1,"De acuerdo",8677,"P5_1"
"1364","Región de Atacama","Huasco","VALLENAR","P5",2,"En desacuerdo",1064,"P5_2"
"1365","Región de Atacama","Huasco","VALLENAR","P5",3,"Nulos",215,"P5_3"
"1366","Región de Atacama","Huasco","VALLENAR","P5",4,"Blancos",57,"P5_4"
"1367","Región de Atacama","Huasco","VALLENAR","P6",1,"De acuerdo",0,"P6_1"
"1368","Región de Atacama","Huasco","VALLENAR","P6",2,"En desacuerdo",0,"P6_2"
"1369","Región de Atacama","Huasco","VALLENAR","P6",3,"Nulos",0,"P6_3"
"1370","Región de Atacama","Huasco","VALLENAR","P6",4,"Blancos",0,"P6_4"
"1371","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P1",1,"De acuerdo",1225,"P1_1"
"1372","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P1",2,"En desacuerdo",40,"P1_2"
"1373","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P1",3,"Nulos",36,"P1_3"
"1374","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P1",4,"Blancos",14,"P1_4"
"1375","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P2",1,"Convención mixta constitucional",386,"P2_1"
"1376","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P2",2,"Convención constitucional",851,"P2_2"
"1377","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P2",3,"Nulos",61,"P2_3"
"1378","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P2",4,"Blancos",17,"P2_4"
"1379","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P3",1,"Sí",1104,"P3_1"
"1380","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P3",2,"No",180,"P3_2"
"1381","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P3",3,"Nulos",27,"P3_3"
"1382","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P3",4,"Blancos",4,"P3_4"
"1383","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P4",1,"De acuerdo",1094,"P4_1"
"1384","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P4",2,"En desacuerdo",143,"P4_2"
"1385","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P4",3,"Nulos",64,"P4_3"
"1386","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P4",4,"Blancos",14,"P4_4"
"1387","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P5",1,"De acuerdo",1112,"P5_1"
"1388","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P5",2,"En desacuerdo",148,"P5_2"
"1389","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P5",3,"Nulos",45,"P5_3"
"1390","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P5",4,"Blancos",10,"P5_4"
"1391","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P6",1,"De acuerdo",1084,"P6_1"
"1392","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P6",2,"En desacuerdo",141,"P6_2"
"1393","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P6",3,"Nulos",71,"P6_3"
"1394","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA","P6",4,"Blancos",19,"P6_4"
"1395","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P1",1,"De acuerdo",0,"P1_1"
"1396","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P1",2,"En desacuerdo",0,"P1_2"
"1397","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P1",3,"Nulos",0,"P1_3"
"1398","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P1",4,"Blancos",0,"P1_4"
"1399","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P2",1,"Convención mixta constitucional",0,"P2_1"
"1400","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P2",2,"Convención constitucional",0,"P2_2"
"1401","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P2",3,"Nulos",0,"P2_3"
"1402","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P2",4,"Blancos",0,"P2_4"
"1403","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P3",1,"Sí",0,"P3_1"
"1404","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P3",2,"No",0,"P3_2"
"1405","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P3",3,"Nulos",0,"P3_3"
"1406","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P3",4,"Blancos",0,"P3_4"
"1407","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P4",1,"De acuerdo",0,"P4_1"
"1408","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P4",2,"En desacuerdo",0,"P4_2"
"1409","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P4",3,"Nulos",0,"P4_3"
"1410","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P4",4,"Blancos",0,"P4_4"
"1411","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P5",1,"De acuerdo",0,"P5_1"
"1412","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P5",2,"En desacuerdo",0,"P5_2"
"1413","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P5",3,"Nulos",0,"P5_3"
"1414","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P5",4,"Blancos",0,"P5_4"
"1415","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P6",1,"De acuerdo",0,"P6_1"
"1416","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P6",2,"En desacuerdo",0,"P6_2"
"1417","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P6",3,"Nulos",0,"P6_3"
"1418","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO","P6",4,"Blancos",0,"P6_4"
"1419","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO","P1",1,"De acuerdo",0,"P1_1"
"1420","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO","P1",2,"En desacuerdo",0,"P1_2"
"1421","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO","P1",3,"Nulos",0,"P1_3"
"1422","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO","P1",4,"Blancos",0,"P1_4"
"1423","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO","P2",1,"Convención mixta constitucional",0,"P2_1"
"1424","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO","P2",2,"Convención constitucional",0,"P2_2"
"1425","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO","P2",3,"Nulos",0,"P2_3"
"1426","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO","P2",4,"Blancos",0,"P2_4"
"1427","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO","P3",1,"Sí",0,"P3_1"
"1428","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO","P3",2,"No",0,"P3_2"
"1429","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO","P3",3,"Nulos",0,"P3_3"
"1430","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO","P3",4,"Blancos",0,"P3_4"
"1431","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO","P4",1,"De acuerdo",0,"P4_1"
"1432","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO","P4",2,"En desacuerdo",0,"P4_2"
