"","NOM_REG","NOM_PROV","NOM_COM","id_opcion","descripcion","valor"
"553","Región de Antofagasta","Antofagasta","SIERRA GORDA",6,"Reducir la impunidad y la delincuencia",0
"554","Región de Antofagasta","Antofagasta","SIERRA GORDA",7,"Ampliar el acceso al agua",0
"555","Región de Antofagasta","Antofagasta","SIERRA GORDA",8,"Mejorar las pensiones y dignificar la calidad de vida",0
"556","Región de Antofagasta","Antofagasta","SIERRA GORDA",9,"Transporte público (calidad, acceso y precio",0
"557","Región de Antofagasta","Antofagasta","SIERRA GORDA",10,"Cuidado del medio ambiente y recursos naturales",0
"558","Región de Antofagasta","Antofagasta","SIERRA GORDA",11,"Reducir costos de servicios básicos",0
"559","Región de Antofagasta","Antofagasta","SIERRA GORDA",12,"Nulos",0
"560","Región de Antofagasta","Antofagasta","SIERRA GORDA",13,"Blancos",0
"561","Región de Antofagasta","Antofagasta","TALTAL",1,"Acceso y calidad a la ed. pública",0
"562","Región de Antofagasta","Antofagasta","TALTAL",2,"Deuda universitaria (CAE y otros)",0
"563","Región de Antofagasta","Antofagasta","TALTAL",3,"Reducir la desigualidad de ingresos",0
"564","Región de Antofagasta","Antofagasta","TALTAL",4,"Acceso y calidad de la vivienda",0
"565","Región de Antofagasta","Antofagasta","TALTAL",5,"Mejorar la calidad de la salud pública y su financiamiento",0
"566","Región de Antofagasta","Antofagasta","TALTAL",6,"Reducir la impunidad y la delincuencia",0
"567","Región de Antofagasta","Antofagasta","TALTAL",7,"Ampliar el acceso al agua",0
"568","Región de Antofagasta","Antofagasta","TALTAL",8,"Mejorar las pensiones y dignificar la calidad de vida",0
"569","Región de Antofagasta","Antofagasta","TALTAL",9,"Transporte público (calidad, acceso y precio",0
"570","Región de Antofagasta","Antofagasta","TALTAL",10,"Cuidado del medio ambiente y recursos naturales",0
"571","Región de Antofagasta","Antofagasta","TALTAL",11,"Reducir costos de servicios básicos",0
"572","Región de Antofagasta","Antofagasta","TALTAL",12,"Nulos",0
"573","Región de Antofagasta","Antofagasta","TALTAL",13,"Blancos",0
"574","Región de Antofagasta","El Loa","CALAMA",1,"Acceso y calidad a la ed. pública",13098
"575","Región de Antofagasta","El Loa","CALAMA",2,"Deuda universitaria (CAE y otros)",4135
"576","Región de Antofagasta","El Loa","CALAMA",3,"Reducir la desigualidad de ingresos",5057
"577","Región de Antofagasta","El Loa","CALAMA",4,"Acceso y calidad de la vivienda",4812
"578","Región de Antofagasta","El Loa","CALAMA",5,"Mejorar la calidad de la salud pública y su financiamiento",19346
"579","Región de Antofagasta","El Loa","CALAMA",6,"Reducir la impunidad y la delincuencia",3289
"580","Región de Antofagasta","El Loa","CALAMA",7,"Ampliar el acceso al agua",1113
"581","Región de Antofagasta","El Loa","CALAMA",8,"Mejorar las pensiones y dignificar la calidad de vida",21570
"582","Región de Antofagasta","El Loa","CALAMA",9,"Transporte público (calidad, acceso y precio",227
"583","Región de Antofagasta","El Loa","CALAMA",10,"Cuidado del medio ambiente y recursos naturales",3331
"584","Región de Antofagasta","El Loa","CALAMA",11,"Reducir costos de servicios básicos",6012
"585","Región de Antofagasta","El Loa","CALAMA",12,"Nulos",0
"586","Región de Antofagasta","El Loa","CALAMA",13,"Blancos",0
"587","Región de Antofagasta","El Loa","OLLAGÜE",NA,NA,NA
"588","Región de Antofagasta","El Loa","SAN PEDRO DE ATACAMA",1,"Acceso y calidad a la ed. pública",0
"589","Región de Antofagasta","El Loa","SAN PEDRO DE ATACAMA",2,"Deuda universitaria (CAE y otros)",0
"590","Región de Antofagasta","El Loa","SAN PEDRO DE ATACAMA",3,"Reducir la desigualidad de ingresos",0
"591","Región de Antofagasta","El Loa","SAN PEDRO DE ATACAMA",4,"Acceso y calidad de la vivienda",0
"592","Región de Antofagasta","El Loa","SAN PEDRO DE ATACAMA",5,"Mejorar la calidad de la salud pública y su financiamiento",0
"593","Región de Antofagasta","El Loa","SAN PEDRO DE ATACAMA",6,"Reducir la impunidad y la delincuencia",0
"594","Región de Antofagasta","El Loa","SAN PEDRO DE ATACAMA",7,"Ampliar el acceso al agua",0
"595","Región de Antofagasta","El Loa","SAN PEDRO DE ATACAMA",8,"Mejorar las pensiones y dignificar la calidad de vida",0
"596","Región de Antofagasta","El Loa","SAN PEDRO DE ATACAMA",9,"Transporte público (calidad, acceso y precio",0
"597","Región de Antofagasta","El Loa","SAN PEDRO DE ATACAMA",10,"Cuidado del medio ambiente y recursos naturales",0
"598","Región de Antofagasta","El Loa","SAN PEDRO DE ATACAMA",11,"Reducir costos de servicios básicos",0
"599","Región de Antofagasta","El Loa","SAN PEDRO DE ATACAMA",12,"Nulos",0
"600","Región de Antofagasta","El Loa","SAN PEDRO DE ATACAMA",13,"Blancos",0
"601","Región de Antofagasta","Tocopilla","MARIA ELENA",1,"Acceso y calidad a la ed. pública",0
"602","Región de Antofagasta","Tocopilla","MARIA ELENA",2,"Deuda universitaria (CAE y otros)",0
"603","Región de Antofagasta","Tocopilla","MARIA ELENA",3,"Reducir la desigualidad de ingresos",0
"604","Región de Antofagasta","Tocopilla","MARIA ELENA",4,"Acceso y calidad de la vivienda",0
"605","Región de Antofagasta","Tocopilla","MARIA ELENA",5,"Mejorar la calidad de la salud pública y su financiamiento",0
"606","Región de Antofagasta","Tocopilla","MARIA ELENA",6,"Reducir la impunidad y la delincuencia",0
"607","Región de Antofagasta","Tocopilla","MARIA ELENA",7,"Ampliar el acceso al agua",0
"608","Región de Antofagasta","Tocopilla","MARIA ELENA",8,"Mejorar las pensiones y dignificar la calidad de vida",0
"609","Región de Antofagasta","Tocopilla","MARIA ELENA",9,"Transporte público (calidad, acceso y precio",0
"610","Región de Antofagasta","Tocopilla","MARIA ELENA",10,"Cuidado del medio ambiente y recursos naturales",0
"611","Región de Antofagasta","Tocopilla","MARIA ELENA",11,"Reducir costos de servicios básicos",0
"612","Región de Antofagasta","Tocopilla","MARIA ELENA",12,"Nulos",0
"613","Región de Antofagasta","Tocopilla","MARIA ELENA",13,"Blancos",0
"614","Región de Antofagasta","Tocopilla","TOCOPILLA",1,"Acceso y calidad a la ed. pública",0
"615","Región de Antofagasta","Tocopilla","TOCOPILLA",2,"Deuda universitaria (CAE y otros)",0
"616","Región de Antofagasta","Tocopilla","TOCOPILLA",3,"Reducir la desigualidad de ingresos",0
"617","Región de Antofagasta","Tocopilla","TOCOPILLA",4,"Acceso y calidad de la vivienda",0
"618","Región de Antofagasta","Tocopilla","TOCOPILLA",5,"Mejorar la calidad de la salud pública y su financiamiento",0
"619","Región de Antofagasta","Tocopilla","TOCOPILLA",6,"Reducir la impunidad y la delincuencia",0
"620","Región de Antofagasta","Tocopilla","TOCOPILLA",7,"Ampliar el acceso al agua",0
"621","Región de Antofagasta","Tocopilla","TOCOPILLA",8,"Mejorar las pensiones y dignificar la calidad de vida",0
"622","Región de Antofagasta","Tocopilla","TOCOPILLA",9,"Transporte público (calidad, acceso y precio",0
"623","Región de Antofagasta","Tocopilla","TOCOPILLA",10,"Cuidado del medio ambiente y recursos naturales",0
"624","Región de Antofagasta","Tocopilla","TOCOPILLA",11,"Reducir costos de servicios básicos",0
"625","Región de Antofagasta","Tocopilla","TOCOPILLA",12,"Nulos",0
"626","Región de Antofagasta","Tocopilla","TOCOPILLA",13,"Blancos",0
"627","Región de Atacama","Chañaral","CHANARAL",1,"Acceso y calidad a la ed. pública",0
"628","Región de Atacama","Chañaral","CHANARAL",2,"Deuda universitaria (CAE y otros)",0
"629","Región de Atacama","Chañaral","CHANARAL",3,"Reducir la desigualidad de ingresos",0
"630","Región de Atacama","Chañaral","CHANARAL",4,"Acceso y calidad de la vivienda",0
"631","Región de Atacama","Chañaral","CHANARAL",5,"Mejorar la calidad de la salud pública y su financiamiento",0
"632","Región de Atacama","Chañaral","CHANARAL",6,"Reducir la impunidad y la delincuencia",0
"633","Región de Atacama","Chañaral","CHANARAL",7,"Ampliar el acceso al agua",0
"634","Región de Atacama","Chañaral","CHANARAL",8,"Mejorar las pensiones y dignificar la calidad de vida",0
"635","Región de Atacama","Chañaral","CHANARAL",9,"Transporte público (calidad, acceso y precio",0
"636","Región de Atacama","Chañaral","CHANARAL",10,"Cuidado del medio ambiente y recursos naturales",0
"637","Región de Atacama","Chañaral","CHANARAL",11,"Reducir costos de servicios básicos",0
"638","Región de Atacama","Chañaral","CHANARAL",12,"Nulos",0
"639","Región de Atacama","Chañaral","CHANARAL",13,"Blancos",0
"640","Región de Atacama","Chañaral","DIEGO DE ALMAGRO",1,"Acceso y calidad a la ed. pública",0
"641","Región de Atacama","Chañaral","DIEGO DE ALMAGRO",2,"Deuda universitaria (CAE y otros)",0
"642","Región de Atacama","Chañaral","DIEGO DE ALMAGRO",3,"Reducir la desigualidad de ingresos",0
"643","Región de Atacama","Chañaral","DIEGO DE ALMAGRO",4,"Acceso y calidad de la vivienda",0
"644","Región de Atacama","Chañaral","DIEGO DE ALMAGRO",5,"Mejorar la calidad de la salud pública y su financiamiento",0
"645","Región de Atacama","Chañaral","DIEGO DE ALMAGRO",6,"Reducir la impunidad y la delincuencia",0
"646","Región de Atacama","Chañaral","DIEGO DE ALMAGRO",7,"Ampliar el acceso al agua",0
"647","Región de Atacama","Chañaral","DIEGO DE ALMAGRO",8,"Mejorar las pensiones y dignificar la calidad de vida",0
"648","Región de Atacama","Chañaral","DIEGO DE ALMAGRO",9,"Transporte público (calidad, acceso y precio",0
"649","Región de Atacama","Chañaral","DIEGO DE ALMAGRO",10,"Cuidado del medio ambiente y recursos naturales",0
"650","Región de Atacama","Chañaral","DIEGO DE ALMAGRO",11,"Reducir costos de servicios básicos",0
"651","Región de Atacama","Chañaral","DIEGO DE ALMAGRO",12,"Nulos",0
"652","Región de Atacama","Chañaral","DIEGO DE ALMAGRO",13,"Blancos",0
"653","Región de Atacama","Copiapó","CALDERA",1,"Acceso y calidad a la ed. pública",0
"654","Región de Atacama","Copiapó","CALDERA",2,"Deuda universitaria (CAE y otros)",0
"655","Región de Atacama","Copiapó","CALDERA",3,"Reducir la desigualidad de ingresos",0
"656","Región de Atacama","Copiapó","CALDERA",4,"Acceso y calidad de la vivienda",0
"657","Región de Atacama","Copiapó","CALDERA",5,"Mejorar la calidad de la salud pública y su financiamiento",0
"658","Región de Atacama","Copiapó","CALDERA",6,"Reducir la impunidad y la delincuencia",0
"659","Región de Atacama","Copiapó","CALDERA",7,"Ampliar el acceso al agua",0
"660","Región de Atacama","Copiapó","CALDERA",8,"Mejorar las pensiones y dignificar la calidad de vida",0
"661","Región de Atacama","Copiapó","CALDERA",9,"Transporte público (calidad, acceso y precio",0
"662","Región de Atacama","Copiapó","CALDERA",10,"Cuidado del medio ambiente y recursos naturales",0
"663","Región de Atacama","Copiapó","CALDERA",11,"Reducir costos de servicios básicos",0
"664","Región de Atacama","Copiapó","CALDERA",12,"Nulos",0
"665","Región de Atacama","Copiapó","CALDERA",13,"Blancos",0
"666","Región de Atacama","Copiapó","COPIAPO",1,"Acceso y calidad a la ed. pública",0
"667","Región de Atacama","Copiapó","COPIAPO",2,"Deuda universitaria (CAE y otros)",0
"668","Región de Atacama","Copiapó","COPIAPO",3,"Reducir la desigualidad de ingresos",0
"669","Región de Atacama","Copiapó","COPIAPO",4,"Acceso y calidad de la vivienda",0
"670","Región de Atacama","Copiapó","COPIAPO",5,"Mejorar la calidad de la salud pública y su financiamiento",0
"671","Región de Atacama","Copiapó","COPIAPO",6,"Reducir la impunidad y la delincuencia",0
"672","Región de Atacama","Copiapó","COPIAPO",7,"Ampliar el acceso al agua",0
"673","Región de Atacama","Copiapó","COPIAPO",8,"Mejorar las pensiones y dignificar la calidad de vida",0
"674","Región de Atacama","Copiapó","COPIAPO",9,"Transporte público (calidad, acceso y precio",0
"675","Región de Atacama","Copiapó","COPIAPO",10,"Cuidado del medio ambiente y recursos naturales",0
"676","Región de Atacama","Copiapó","COPIAPO",11,"Reducir costos de servicios básicos",0
"677","Región de Atacama","Copiapó","COPIAPO",12,"Nulos",0
"678","Región de Atacama","Copiapó","COPIAPO",13,"Blancos",0
"679","Región de Atacama","Copiapó","TIERRA AMARILLA",1,"Acceso y calidad a la ed. pública",0
"680","Región de Atacama","Copiapó","TIERRA AMARILLA",2,"Deuda universitaria (CAE y otros)",0
"681","Región de Atacama","Copiapó","TIERRA AMARILLA",3,"Reducir la desigualidad de ingresos",0
"682","Región de Atacama","Copiapó","TIERRA AMARILLA",4,"Acceso y calidad de la vivienda",0
"683","Región de Atacama","Copiapó","TIERRA AMARILLA",5,"Mejorar la calidad de la salud pública y su financiamiento",0
"684","Región de Atacama","Copiapó","TIERRA AMARILLA",6,"Reducir la impunidad y la delincuencia",0
"685","Región de Atacama","Copiapó","TIERRA AMARILLA",7,"Ampliar el acceso al agua",0
"686","Región de Atacama","Copiapó","TIERRA AMARILLA",8,"Mejorar las pensiones y dignificar la calidad de vida",0
"687","Región de Atacama","Copiapó","TIERRA AMARILLA",9,"Transporte público (calidad, acceso y precio",0
"688","Región de Atacama","Copiapó","TIERRA AMARILLA",10,"Cuidado del medio ambiente y recursos naturales",0
"689","Región de Atacama","Copiapó","TIERRA AMARILLA",11,"Reducir costos de servicios básicos",0
"690","Región de Atacama","Copiapó","TIERRA AMARILLA",12,"Nulos",0
"691","Región de Atacama","Copiapó","TIERRA AMARILLA",13,"Blancos",0
"692","Región de Atacama","Huasco","ALTO DEL CARMEN",1,"Acceso y calidad a la ed. pública",208
"693","Región de Atacama","Huasco","ALTO DEL CARMEN",2,"Deuda universitaria (CAE y otros)",52
"694","Región de Atacama","Huasco","ALTO DEL CARMEN",3,"Reducir la desigualidad de ingresos",72
"695","Región de Atacama","Huasco","ALTO DEL CARMEN",4,"Acceso y calidad de la vivienda",61
"696","Región de Atacama","Huasco","ALTO DEL CARMEN",5,"Mejorar la calidad de la salud pública y su financiamiento",95
"697","Región de Atacama","Huasco","ALTO DEL CARMEN",6,"Reducir la impunidad y la delincuencia",95
"698","Región de Atacama","Huasco","ALTO DEL CARMEN",7,"Ampliar el acceso al agua",48
"699","Región de Atacama","Huasco","ALTO DEL CARMEN",8,"Mejorar las pensiones y dignificar la calidad de vida",151
"700","Región de Atacama","Huasco","ALTO DEL CARMEN",9,"Transporte público (calidad, acceso y precio",188
"701","Región de Atacama","Huasco","ALTO DEL CARMEN",10,"Cuidado del medio ambiente y recursos naturales",73
"702","Región de Atacama","Huasco","ALTO DEL CARMEN",11,"Reducir costos de servicios básicos",39
"703","Región de Atacama","Huasco","ALTO DEL CARMEN",12,"Nulos",16
"704","Región de Atacama","Huasco","ALTO DEL CARMEN",13,"Blancos",16
"705","Región de Atacama","Huasco","FREIRINA",1,"Acceso y calidad a la ed. pública",0
"706","Región de Atacama","Huasco","FREIRINA",2,"Deuda universitaria (CAE y otros)",0
"707","Región de Atacama","Huasco","FREIRINA",3,"Reducir la desigualidad de ingresos",0
"708","Región de Atacama","Huasco","FREIRINA",4,"Acceso y calidad de la vivienda",0
"709","Región de Atacama","Huasco","FREIRINA",5,"Mejorar la calidad de la salud pública y su financiamiento",0
"710","Región de Atacama","Huasco","FREIRINA",6,"Reducir la impunidad y la delincuencia",0
"711","Región de Atacama","Huasco","FREIRINA",7,"Ampliar el acceso al agua",0
"712","Región de Atacama","Huasco","FREIRINA",8,"Mejorar las pensiones y dignificar la calidad de vida",0
"713","Región de Atacama","Huasco","FREIRINA",9,"Transporte público (calidad, acceso y precio",0
"714","Región de Atacama","Huasco","FREIRINA",10,"Cuidado del medio ambiente y recursos naturales",0
"715","Región de Atacama","Huasco","FREIRINA",11,"Reducir costos de servicios básicos",0
"716","Región de Atacama","Huasco","FREIRINA",12,"Nulos",0
"717","Región de Atacama","Huasco","FREIRINA",13,"Blancos",0
"718","Región de Atacama","Huasco","HUASCO",1,"Acceso y calidad a la ed. pública",0
"719","Región de Atacama","Huasco","HUASCO",2,"Deuda universitaria (CAE y otros)",0
"720","Región de Atacama","Huasco","HUASCO",3,"Reducir la desigualidad de ingresos",0
"721","Región de Atacama","Huasco","HUASCO",4,"Acceso y calidad de la vivienda",0
"722","Región de Atacama","Huasco","HUASCO",5,"Mejorar la calidad de la salud pública y su financiamiento",0
"723","Región de Atacama","Huasco","HUASCO",6,"Reducir la impunidad y la delincuencia",0
"724","Región de Atacama","Huasco","HUASCO",7,"Ampliar el acceso al agua",0
"725","Región de Atacama","Huasco","HUASCO",8,"Mejorar las pensiones y dignificar la calidad de vida",0
"726","Región de Atacama","Huasco","HUASCO",9,"Transporte público (calidad, acceso y precio",0
"727","Región de Atacama","Huasco","HUASCO",10,"Cuidado del medio ambiente y recursos naturales",0
"728","Región de Atacama","Huasco","HUASCO",11,"Reducir costos de servicios básicos",0
"729","Región de Atacama","Huasco","HUASCO",12,"Nulos",0
"730","Región de Atacama","Huasco","HUASCO",13,"Blancos",0
"731","Región de Atacama","Huasco","VALLENAR",1,"Acceso y calidad a la ed. pública",5569
"732","Región de Atacama","Huasco","VALLENAR",2,"Deuda universitaria (CAE y otros)",1932
"733","Región de Atacama","Huasco","VALLENAR",3,"Reducir la desigualidad de ingresos",2809
"734","Región de Atacama","Huasco","VALLENAR",4,"Acceso y calidad de la vivienda",1382
"735","Región de Atacama","Huasco","VALLENAR",5,"Mejorar la calidad de la salud pública y su financiamiento",1723
"736","Región de Atacama","Huasco","VALLENAR",6,"Reducir la impunidad y la delincuencia",0
"737","Región de Atacama","Huasco","VALLENAR",7,"Ampliar el acceso al agua",3068
"738","Región de Atacama","Huasco","VALLENAR",8,"Mejorar las pensiones y dignificar la calidad de vida",6900
"739","Región de Atacama","Huasco","VALLENAR",9,"Transporte público (calidad, acceso y precio",0
"740","Región de Atacama","Huasco","VALLENAR",10,"Cuidado del medio ambiente y recursos naturales",766
"741","Región de Atacama","Huasco","VALLENAR",11,"Reducir costos de servicios básicos",1738
"742","Región de Atacama","Huasco","VALLENAR",12,"Nulos",0
"743","Región de Atacama","Huasco","VALLENAR",13,"Blancos",0
"744","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA",1,"Acceso y calidad a la ed. pública",704
"745","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA",2,"Deuda universitaria (CAE y otros)",322
"746","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA",3,"Reducir la desigualidad de ingresos",284
"747","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA",4,"Acceso y calidad de la vivienda",146
"748","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA",5,"Mejorar la calidad de la salud pública y su financiamiento",700
"749","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA",6,"Reducir la impunidad y la delincuencia",148
"750","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA",7,"Ampliar el acceso al agua",92
"751","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA",8,"Mejorar las pensiones y dignificar la calidad de vida",954
"752","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA",9,"Transporte público (calidad, acceso y precio",38
"753","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA",10,"Cuidado del medio ambiente y recursos naturales",172
"754","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA",11,"Reducir costos de servicios básicos",284
"755","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA",12,"Nulos",22
"756","Región del Libertador Bernardo O'Higgins","Cachapoal","CODEGUA",13,"Blancos",10
"757","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO",1,"Acceso y calidad a la ed. pública",0
"758","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO",2,"Deuda universitaria (CAE y otros)",0
"759","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO",3,"Reducir la desigualidad de ingresos",0
"760","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO",4,"Acceso y calidad de la vivienda",0
"761","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO",5,"Mejorar la calidad de la salud pública y su financiamiento",0
"762","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO",6,"Reducir la impunidad y la delincuencia",0
"763","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO",7,"Ampliar el acceso al agua",0
"764","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO",8,"Mejorar las pensiones y dignificar la calidad de vida",0
"765","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO",9,"Transporte público (calidad, acceso y precio",0
"766","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO",10,"Cuidado del medio ambiente y recursos naturales",0
"767","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO",11,"Reducir costos de servicios básicos",0
"768","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO",12,"Nulos",0
"769","Región del Libertador Bernardo O'Higgins","Cachapoal","COINCO",13,"Blancos",0
"770","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO",1,"Acceso y calidad a la ed. pública",0
"771","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO",2,"Deuda universitaria (CAE y otros)",0
"772","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO",3,"Reducir la desigualidad de ingresos",0
"773","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO",4,"Acceso y calidad de la vivienda",0
"774","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO",5,"Mejorar la calidad de la salud pública y su financiamiento",0
"775","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO",6,"Reducir la impunidad y la delincuencia",0
"776","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO",7,"Ampliar el acceso al agua",0
"777","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO",8,"Mejorar las pensiones y dignificar la calidad de vida",0
"778","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO",9,"Transporte público (calidad, acceso y precio",0
"779","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO",10,"Cuidado del medio ambiente y recursos naturales",0
"780","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO",11,"Reducir costos de servicios básicos",0
"781","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO",12,"Nulos",0
"782","Región del Libertador Bernardo O'Higgins","Cachapoal","COLTAUCO",13,"Blancos",0
"783","Región del Libertador Bernardo O'Higgins","Cachapoal","LAS CABRAS",1,"Acceso y calidad a la ed. pública",0
"784","Región del Libertador Bernardo O'Higgins","Cachapoal","LAS CABRAS",2,"Deuda universitaria (CAE y otros)",0
"785","Región del Libertador Bernardo O'Higgins","Cachapoal","LAS CABRAS",3,"Reducir la desigualidad de ingresos",0
"786","Región del Libertador Bernardo O'Higgins","Cachapoal","LAS CABRAS",4,"Acceso y calidad de la vivienda",0
"787","Región del Libertador Bernardo O'Higgins","Cachapoal","LAS CABRAS",5,"Mejorar la calidad de la salud pública y su financiamiento",0
"788","Región del Libertador Bernardo O'Higgins","Cachapoal","LAS CABRAS",6,"Reducir la impunidad y la delincuencia",0
"789","Región del Libertador Bernardo O'Higgins","Cachapoal","LAS CABRAS",7,"Ampliar el acceso al agua",0
"790","Región del Libertador Bernardo O'Higgins","Cachapoal","LAS CABRAS",8,"Mejorar las pensiones y dignificar la calidad de vida",0
"791","Región del Libertador Bernardo O'Higgins","Cachapoal","LAS CABRAS",9,"Transporte público (calidad, acceso y precio",0
"792","Región del Libertador Bernardo O'Higgins","Cachapoal","LAS CABRAS",10,"Cuidado del medio ambiente y recursos naturales",0
"793","Región del Libertador Bernardo O'Higgins","Cachapoal","LAS CABRAS",11,"Reducir costos de servicios básicos",0
"794","Región del Libertador Bernardo O'Higgins","Cachapoal","LAS CABRAS",12,"Nulos",0
"795","Región del Libertador Bernardo O'Higgins","Cachapoal","LAS CABRAS",13,"Blancos",0
"796","Región del Libertador Bernardo O'Higgins","Cachapoal","MACHALI",1,"Acceso y calidad a la ed. pública",0
"797","Región del Libertador Bernardo O'Higgins","Cachapoal","MACHALI",2,"Deuda universitaria (CAE y otros)",0
"798","Región del Libertador Bernardo O'Higgins","Cachapoal","MACHALI",3,"Reducir la desigualidad de ingresos",0
"799","Región del Libertador Bernardo O'Higgins","Cachapoal","MACHALI",4,"Acceso y calidad de la vivienda",0
"800","Región del Libertador Bernardo O'Higgins","Cachapoal","MACHALI",5,"Mejorar la calidad de la salud pública y su financiamiento",0
"801","Región del Libertador Bernardo O'Higgins","Cachapoal","MACHALI",6,"Reducir la impunidad y la delincuencia",0
"802","Región del Libertador Bernardo O'Higgins","Cachapoal","MACHALI",7,"Ampliar el acceso al agua",0
"803","Región del Libertador Bernardo O'Higgins","Cachapoal","MACHALI",8,"Mejorar las pensiones y dignificar la calidad de vida",0
"804","Región del Libertador Bernardo O'Higgins","Cachapoal","MACHALI",9,"Transporte público (calidad, acceso y precio",0
"805","Región del Libertador Bernardo O'Higgins","Cachapoal","MACHALI",10,"Cuidado del medio ambiente y recursos naturales",0
"806","Región del Libertador Bernardo O'Higgins","Cachapoal","MACHALI",11,"Reducir costos de servicios básicos",0
"807","Región del Libertador Bernardo O'Higgins","Cachapoal","MACHALI",12,"Nulos",0
"808","Región del Libertador Bernardo O'Higgins","Cachapoal","MACHALI",13,"Blancos",0
"809","Región del Libertador Bernardo O'Higgins","Cachapoal","MALLOA",1,"Acceso y calidad a la ed. pública",0
"810","Región del Libertador Bernardo O'Higgins","Cachapoal","MALLOA",2,"Deuda universitaria (CAE y otros)",0
"811","Región del Libertador Bernardo O'Higgins","Cachapoal","MALLOA",3,"Reducir la desigualidad de ingresos",0
"812","Región del Libertador Bernardo O'Higgins","Cachapoal","MALLOA",4,"Acceso y calidad de la vivienda",0
"813","Región del Libertador Bernardo O'Higgins","Cachapoal","MALLOA",5,"Mejorar la calidad de la salud pública y su financiamiento",0
"814","Región del Libertador Bernardo O'Higgins","Cachapoal","MALLOA",6,"Reducir la impunidad y la delincuencia",0
"815","Región del Libertador Bernardo O'Higgins","Cachapoal","MALLOA",7,"Ampliar el acceso al agua",0
"816","Región del Libertador Bernardo O'Higgins","Cachapoal","MALLOA",8,"Mejorar las pensiones y dignificar la calidad de vida",0
"817","Región del Libertador Bernardo O'Higgins","Cachapoal","MALLOA",9,"Transporte público (calidad, acceso y precio",0
"818","Región del Libertador Bernardo O'Higgins","Cachapoal","MALLOA",10,"Cuidado del medio ambiente y recursos naturales",0
"819","Región del Libertador Bernardo O'Higgins","Cachapoal","MALLOA",11,"Reducir costos de servicios básicos",0
"820","Región del Libertador Bernardo O'Higgins","Cachapoal","MALLOA",12,"Nulos",0
"821","Región del Libertador Bernardo O'Higgins","Cachapoal","MALLOA",13,"Blancos",0
"822","Región del Libertador Bernardo O'Higgins","Cachapoal","PEUMO",1,"Acceso y calidad a la ed. pública",0
"823","Región del Libertador Bernardo O'Higgins","Cachapoal","PEUMO",2,"Deuda universitaria (CAE y otros)",0
"824","Región del Libertador Bernardo O'Higgins","Cachapoal","PEUMO",3,"Reducir la desigualidad de ingresos",0
"825","Región del Libertador Bernardo O'Higgins","Cachapoal","PEUMO",4,"Acceso y calidad de la vivienda",0
"826","Región del Libertador Bernardo O'Higgins","Cachapoal","PEUMO",5,"Mejorar la calidad de la salud pública y su financiamiento",0
"827","Región del Libertador Bernardo O'Higgins","Cachapoal","PEUMO",6,"Reducir la impunidad y la delincuencia",0
"828","Región del Libertador Bernardo O'Higgins","Cachapoal","PEUMO",7,"Ampliar el acceso al agua",0
"829","Región del Libertador Bernardo O'Higgins","Cachapoal","PEUMO",8,"Mejorar las pensiones y dignificar la calidad de vida",0
"830","Región del Libertador Bernardo O'Higgins","Cachapoal","PEUMO",9,"Transporte público (calidad, acceso y precio",0
